location_key,district,region,population_density,terrain_type,distance_to_nearest_health_center,regional_health_policy
9226,Herrerafurt,Southwest,605,Hilly,41.964696158031614,Policy C
9227,Lisatown,Center,978,Hilly,11.372404881036514,Policy B
9228,Lisatown,Adamawa,830,Mountainous,17.884774635127442,Policy C
9229,Lisatown,Northwest,639,Flat,1.5182875020409297,Policy A
9230,New Roberttown,Southwest,777,Mountainous,48.85791195457286,Policy A
9231,Cassandraton,Northwest,943,Hilly,3.7992639578380203,Policy B
9232,Lisatown,Northwest,659,Mountainous,44.96194563352368,Policy C
9233,Port Jesseville,East,797,Hilly,15.992891851932507,Policy A
9234,Port Keith,East,331,Flat,29.58404189830099,Policy C
9235,New Jessica,North,710,Flat,34.126119228317165,Policy A
9236,Cassandraton,Northwest,973,Mountainous,7.471043787840168,Policy C
9237,Jacquelineland,Littoral,865,Mountainous,22.466089200126607,Policy A
9238,Jacquelineland,Southwest,985,Flat,16.610571962208798,Policy A
9239,Cassandraton,North,627,Mountainous,3.301822047470534,Policy B
9240,New Jessica,Southwest,795,Hilly,41.743085892462446,Policy B
9241,North Noahstad,Center,506,Flat,2.735803946625148,Policy C
9242,Lake Chad,Northwest,136,Hilly,32.83626899445141,Policy B
9243,Cassandraton,Littoral,128,Mountainous,16.046830132782425,Policy C
9244,Robinsonshire,Far North,254,Hilly,10.010401696492396,Policy B
9245,East Jessetown,North,840,Flat,33.52075954110949,Policy A
9246,Port Keith,Center,386,Flat,28.93961686904719,Policy C
9247,East Jill,Far North,303,Flat,16.105184740054078,Policy B
9248,Port Jesseville,Adamawa,353,Mountainous,25.891557038832342,Policy B
9249,Lake Roberto,Far North,429,Mountainous,12.688736509707368,Policy B
9250,North Judithbury,Southwest,179,Flat,43.25297472063326,Policy C
9251,Lake Roberto,Center,645,Mountainous,16.0340296261945,Policy B
9252,Lake Roberto,Center,325,Mountainous,12.635074962800804,Policy A
9253,Port Keith,North,748,Hilly,37.71576869745273,Policy C
9254,New Jessica,Southwest,607,Hilly,1.3708281556987867,Policy C
9255,Lisatown,East,948,Flat,13.766580738260728,Policy C
9256,Lake Roberto,East,232,Mountainous,19.08206342223307,Policy A
9257,Port Jesseville,East,317,Mountainous,44.1707791086734,Policy B
9258,Cassandraton,North,857,Flat,47.54686922614304,Policy C
9259,New Kellystad,Far North,371,Hilly,35.965659362240515,Policy B
9260,Lisatown,Littoral,561,Flat,24.880323159978158,Policy C
9261,New Kellystad,Southwest,661,Hilly,32.21076667835558,Policy C
9262,Robinsonshire,Northwest,127,Flat,20.993052058225985,Policy B
9263,North Judithbury,Littoral,833,Mountainous,15.291878676509059,Policy A
9264,Herrerafurt,Center,388,Mountainous,47.55905937291161,Policy C
9265,North Judithbury,Northwest,723,Flat,6.2118163359912275,Policy A
9266,New Roberttown,Littoral,605,Mountainous,17.646481618480397,Policy B
9267,Herrerafurt,Far North,558,Hilly,45.00490351804936,Policy A
9268,North Judithbury,Littoral,287,Mountainous,36.29550081407714,Policy C
9269,West Michael,East,183,Flat,1.9405218404873412,Policy A
9270,East Jessetown,Adamawa,241,Hilly,1.6434338345002326,Policy B
9271,Lake Debra,Far North,405,Hilly,26.067366899916443,Policy A
9272,North Noahstad,Center,327,Flat,24.470526283386075,Policy C
9273,Port Keith,Northwest,67,Hilly,22.428081163487754,Policy A
9274,Lisatown,Southwest,573,Flat,15.46601621103094,Policy C
9275,Jacquelineland,Littoral,229,Flat,49.338616630775135,Policy A
9276,Herrerafurt,Center,172,Mountainous,13.963372487677383,Policy B
9277,East Jill,Adamawa,295,Flat,24.756990218807815,Policy B
9278,North Judithbury,Southwest,783,Hilly,20.54220829274178,Policy A
9279,Lisatown,Adamawa,422,Flat,8.927346585106234,Policy C
9280,Lisatown,Littoral,100,Mountainous,10.529631546701289,Policy B
9281,North Noahstad,Far North,120,Mountainous,45.95598572948376,Policy A
9282,Robinsonshire,Far North,529,Flat,42.98484628136978,Policy C
9283,Lake Roberto,Northwest,609,Mountainous,10.352693138107442,Policy B
9284,Ericmouth,Northwest,68,Flat,43.84529988352092,Policy A
9285,Robinsonshire,Littoral,823,Mountainous,10.854713439001705,Policy B
9286,Cassandraton,Southwest,133,Mountainous,31.514042926511006,Policy B
9287,West Michael,Littoral,204,Hilly,4.523385904374343,Policy C
9288,Lake Roberto,Far North,614,Flat,44.07829649982635,Policy B
9289,Robinsonshire,East,668,Mountainous,3.0492648235406152,Policy C
9290,Lisatown,Center,406,Flat,27.969673017931264,Policy B
9291,North Judithbury,Center,865,Flat,39.09572049642906,Policy C
9292,Robinsonshire,North,696,Flat,6.28331945232872,Policy C
9293,Ericmouth,Far North,492,Mountainous,20.521773241259332,Policy C
9294,East Jessetown,North,118,Mountainous,2.57653249875748,Policy C
9295,North Judithbury,Far North,572,Flat,34.29625257832798,Policy A
9296,Lake Debra,Far North,192,Hilly,15.71875495058692,Policy B
9297,New Kellystad,East,241,Mountainous,28.190064609604267,Policy B
9298,East Jessetown,Center,436,Flat,46.670247385807905,Policy C
9299,Cassandraton,Far North,427,Hilly,15.639976345744698,Policy A
9300,Lisatown,Southwest,630,Hilly,2.907059845946246,Policy A
9301,North Noahstad,Far North,584,Flat,33.94357450108567,Policy A
9302,Port Keith,Northwest,742,Mountainous,39.44863615845129,Policy C
9303,Lake Roberto,Littoral,342,Hilly,47.91449371394001,Policy A
9304,Herrerafurt,Far North,58,Hilly,8.311143412770457,Policy C
9305,Herrerafurt,North,320,Hilly,19.910926293249414,Policy B
9306,Robinsonshire,North,436,Flat,42.284952771261004,Policy C
9307,Ramirezstad,Center,142,Flat,40.44013396680953,Policy C
9308,New Jessica,Adamawa,578,Hilly,31.427387513026193,Policy C
9309,Lake Chad,Adamawa,203,Flat,13.83374298753335,Policy B
9310,New Roberttown,Adamawa,454,Mountainous,14.55974688721349,Policy B
9311,East Jessetown,Adamawa,889,Mountainous,6.638148233895056,Policy B
9312,Lake Debra,Center,198,Mountainous,46.131756852402525,Policy C
9313,Lake Debra,East,938,Hilly,9.060109974652544,Policy C
9314,Lisatown,Far North,316,Hilly,28.857886758405368,Policy B
9315,Lisatown,Far North,471,Flat,29.42539514061459,Policy B
9316,West Michael,Southwest,889,Hilly,18.79546933916581,Policy A
9317,New Kellystad,Adamawa,667,Mountainous,17.94966381977003,Policy C
9318,Herrerafurt,Southwest,521,Hilly,33.595126718634845,Policy B
9319,Cassandraton,Southwest,942,Hilly,19.720740008452683,Policy A
9320,New Jessica,Far North,596,Mountainous,13.128211970231035,Policy C
9321,Lake Chad,North,680,Mountainous,20.257019268801532,Policy B
9322,Lake Roberto,Center,575,Mountainous,40.47927284444452,Policy C
9323,East Jill,Adamawa,552,Mountainous,48.34068352899369,Policy C
9324,New Jessica,Far North,63,Flat,31.979536407465318,Policy B
9325,Jacquelineland,Northwest,827,Hilly,39.21401066146327,Policy C
9326,Lisatown,East,701,Flat,26.874830634974206,Policy C
9327,West Michael,Southwest,855,Flat,31.42874553362517,Policy A
9328,North Noahstad,Northwest,413,Hilly,49.41028950845971,Policy C
9329,Lake Debra,Northwest,168,Hilly,22.20173380274462,Policy B
9330,Cassandraton,Far North,287,Hilly,3.779607499232897,Policy C
9331,Lake Roberto,Northwest,595,Flat,47.87184243205805,Policy A
9332,East Jill,Far North,218,Flat,39.756555184725606,Policy C
9333,Ericmouth,Littoral,571,Flat,20.21636320924678,Policy C
9334,Lake Debra,Littoral,683,Flat,49.12855515432705,Policy A
9335,Ramirezstad,Adamawa,962,Flat,17.604019642256993,Policy C
9336,Jacquelineland,Northwest,706,Mountainous,18.91994970239742,Policy B
9337,Port Jesseville,Adamawa,784,Hilly,30.681701982901078,Policy B
9338,Lisatown,Southwest,932,Mountainous,14.080195614690156,Policy B
9339,New Roberttown,Far North,818,Mountainous,35.07928851397127,Policy C
9340,Port Jesseville,Northwest,829,Flat,8.066090045550043,Policy B
9341,New Jessica,North,920,Mountainous,5.847253308228599,Policy A
9342,New Roberttown,North,565,Hilly,26.976461374425703,Policy A
9343,Robinsonshire,Adamawa,987,Mountainous,27.996937278522854,Policy B
9344,Ramirezstad,Northwest,446,Mountainous,5.779425946669686,Policy A
9345,New Kellystad,Littoral,915,Flat,48.22672492599198,Policy B
9346,Ramirezstad,Center,155,Flat,28.877689551550645,Policy B
9347,Herrerafurt,East,134,Mountainous,7.976232128597841,Policy C
9348,Port Jesseville,Littoral,263,Hilly,15.9164049544488,Policy B
9349,Ramirezstad,Far North,170,Mountainous,40.11159358969155,Policy B
9350,Port Keith,Northwest,181,Hilly,26.399960629343827,Policy B
9351,Robinsonshire,Southwest,899,Flat,9.813343253054502,Policy C
9352,Cassandraton,Adamawa,246,Flat,5.5910241170593356,Policy C
9353,Herrerafurt,Littoral,68,Mountainous,21.8233334057555,Policy A
9354,Ramirezstad,Far North,691,Hilly,17.202028079978493,Policy B
9355,Port Jesseville,Adamawa,61,Mountainous,32.96790894785769,Policy B
9356,Port Jesseville,Southwest,130,Hilly,46.29972585408269,Policy C
9357,Port Jesseville,Southwest,379,Hilly,12.762649145820859,Policy C
9358,Ericmouth,North,915,Hilly,42.83407969750083,Policy A
9359,Jacquelineland,Southwest,823,Flat,46.062867933037424,Policy A
9360,New Kellystad,Northwest,441,Flat,45.149128673760124,Policy C
9361,Jacquelineland,Adamawa,686,Mountainous,47.62782783229905,Policy C
9362,East Jill,East,356,Flat,42.184376795399125,Policy A
9363,Lisatown,Northwest,316,Hilly,29.877557267135174,Policy C
9364,Lake Roberto,North,496,Flat,20.787381886156975,Policy A
9365,Lisatown,Center,490,Mountainous,24.838545408671678,Policy B
9366,Port Keith,North,944,Mountainous,43.69430265644047,Policy B
9367,Lake Roberto,Southwest,701,Flat,15.419219682150532,Policy B
9368,New Kellystad,Southwest,890,Hilly,8.383453869884171,Policy B
9369,Lisatown,Southwest,51,Hilly,7.470551297622861,Policy B
9370,North Noahstad,Adamawa,569,Mountainous,41.43623319029752,Policy B
9371,Lake Chad,Southwest,811,Mountainous,38.193541473339835,Policy C
9372,New Kellystad,Center,700,Hilly,25.133444381793904,Policy B
9373,Jacquelineland,Southwest,685,Mountainous,14.106135690561581,Policy B
9374,Robinsonshire,Littoral,358,Hilly,34.04185218935926,Policy B
9375,Herrerafurt,Littoral,789,Hilly,2.4024383229072557,Policy B
9376,Ericmouth,North,571,Mountainous,28.62727687549974,Policy C
9377,West Michael,East,518,Flat,20.22204585260345,Policy A
9378,New Roberttown,Far North,261,Mountainous,48.90405187369244,Policy B
9379,Lake Debra,Center,161,Mountainous,25.624232330971036,Policy B
9380,New Roberttown,North,57,Mountainous,27.83725374628826,Policy C
9381,North Noahstad,Adamawa,853,Flat,35.76195184041955,Policy A
9382,Port Keith,North,526,Flat,24.484654815719512,Policy A
9383,Ramirezstad,East,923,Hilly,11.616146654199195,Policy A
9384,Herrerafurt,Far North,509,Mountainous,27.095253404148178,Policy C
9385,Lake Roberto,Adamawa,302,Mountainous,47.24130910909066,Policy B
9386,Jacquelineland,East,575,Flat,20.790593914339354,Policy A
9387,East Jill,North,801,Flat,34.142227272483815,Policy B
9388,Port Keith,East,487,Flat,48.91269234984141,Policy C
9389,Ramirezstad,Far North,803,Flat,41.58115449268278,Policy C
9390,New Jessica,Adamawa,903,Mountainous,33.122189587624526,Policy A
9391,Cassandraton,North,710,Mountainous,36.93182617236046,Policy B
9392,Lake Chad,Southwest,285,Flat,46.85592077684522,Policy C
9393,Port Keith,North,355,Hilly,48.00772916781765,Policy B
9394,Port Keith,Southwest,527,Flat,48.46392245093879,Policy C
9395,Lake Chad,Far North,728,Flat,31.46926059602484,Policy A
9396,Lake Chad,North,69,Flat,19.543226668329208,Policy A
9397,Herrerafurt,East,265,Hilly,7.091079883336847,Policy B
9398,Port Jesseville,Adamawa,904,Flat,19.584626066349944,Policy A
9399,Cassandraton,Far North,184,Flat,47.176295009413145,Policy C
9400,Ericmouth,Far North,954,Flat,44.544955489323286,Policy B
9401,New Kellystad,Far North,178,Hilly,26.42115327211249,Policy B
9402,North Judithbury,Littoral,459,Hilly,27.081860686399242,Policy B
9403,Robinsonshire,Far North,471,Flat,15.79155730495099,Policy C
9404,Port Keith,Southwest,343,Flat,22.99814055848883,Policy B
9405,Lake Roberto,Adamawa,295,Mountainous,35.86520045000006,Policy C
9406,Ericmouth,Northwest,750,Hilly,20.4203209195657,Policy B
9407,New Roberttown,Littoral,605,Flat,9.805201667763676,Policy C
9408,Herrerafurt,Northwest,135,Flat,27.272549151841346,Policy C
9409,New Roberttown,North,605,Flat,11.654177116989235,Policy C
9410,North Noahstad,Adamawa,891,Flat,48.727234022623705,Policy B
9411,Ramirezstad,North,424,Flat,19.821825743591727,Policy B
9412,Ramirezstad,Center,495,Mountainous,45.52841609465125,Policy B
9413,West Michael,Center,427,Mountainous,11.664922831879403,Policy C
9414,New Roberttown,North,439,Mountainous,9.865845762635933,Policy A
9415,Ericmouth,Adamawa,706,Flat,31.036605887467,Policy B
9416,Lake Roberto,Littoral,100,Hilly,39.07926437601437,Policy B
9417,East Jessetown,North,291,Flat,28.5548459106926,Policy A
9418,East Jessetown,Northwest,343,Flat,11.874886338460339,Policy A
9419,New Roberttown,Far North,969,Flat,2.3757709627578047,Policy C
9420,Herrerafurt,Northwest,612,Mountainous,31.105296648954756,Policy C
9421,East Jill,North,315,Mountainous,6.98634265559464,Policy B
9422,West Michael,North,169,Flat,17.487231158100396,Policy B
9423,Lisatown,Far North,761,Mountainous,33.951345306725955,Policy C
9424,Cassandraton,Far North,966,Mountainous,5.352160308855129,Policy B
9425,Lisatown,Adamawa,297,Flat,6.798948249305812,Policy A
9426,Cassandraton,East,119,Mountainous,3.5524772617165046,Policy A
9427,Ericmouth,Northwest,902,Hilly,49.805916880887914,Policy B
9428,North Noahstad,Littoral,106,Mountainous,19.66030004577827,Policy B
9429,Ericmouth,Southwest,431,Flat,45.33686080286441,Policy C
9430,Lisatown,Center,88,Mountainous,15.032489102001964,Policy A
9431,New Jessica,East,850,Mountainous,37.78352697445454,Policy B
9432,Lake Debra,Adamawa,492,Hilly,11.343797507462755,Policy A
9433,West Michael,Northwest,67,Flat,25.167073127588388,Policy A
9434,Ericmouth,Southwest,781,Hilly,41.318479095141086,Policy B
9435,North Judithbury,North,874,Flat,40.908552745306594,Policy B
9436,North Noahstad,Littoral,805,Flat,39.81689550945239,Policy B
9437,North Noahstad,Adamawa,401,Mountainous,41.27485344540837,Policy B
9438,Herrerafurt,Northwest,865,Mountainous,10.967877924641023,Policy C
9439,New Kellystad,Far North,347,Mountainous,24.36970549173913,Policy C
9440,New Kellystad,Littoral,332,Mountainous,24.50113799255935,Policy A
9441,Jacquelineland,Adamawa,635,Mountainous,44.57987312372167,Policy B
9442,North Judithbury,Center,159,Flat,15.196145555271727,Policy B
9443,Port Jesseville,Adamawa,229,Mountainous,46.60904672275789,Policy A
9444,Ramirezstad,Southwest,987,Mountainous,22.8143889471519,Policy A
9445,Lake Debra,Southwest,593,Hilly,33.65445665728223,Policy A
9446,New Kellystad,Northwest,795,Flat,13.809714057827051,Policy B
9447,Lake Roberto,Far North,843,Mountainous,20.80975628814971,Policy A
9448,Lake Roberto,Littoral,74,Hilly,35.63514613742245,Policy C
9449,Lisatown,Adamawa,892,Mountainous,25.880983521624962,Policy B
9450,Port Jesseville,North,840,Flat,46.57004657857252,Policy B
9451,Lake Roberto,Adamawa,787,Hilly,36.98768581192513,Policy B
9452,Ramirezstad,Southwest,106,Mountainous,28.437944812774695,Policy A
9453,Jacquelineland,Center,229,Mountainous,44.390152954284304,Policy A
9454,West Michael,East,281,Mountainous,33.445041245042844,Policy B
9455,Port Keith,Far North,943,Mountainous,32.5423634343114,Policy B
9456,Port Keith,Southwest,392,Hilly,12.69538099080755,Policy A
9457,Cassandraton,East,526,Mountainous,20.04541979364644,Policy C
9458,New Roberttown,Southwest,848,Hilly,34.32353080389906,Policy C
9459,Cassandraton,Littoral,625,Hilly,44.64368971841631,Policy A
9460,Lisatown,Center,504,Hilly,16.119599945423303,Policy B
9461,Lake Chad,Center,281,Flat,11.166538286177744,Policy A
9462,Lake Chad,Littoral,338,Flat,29.887950951384862,Policy B
9463,Lisatown,East,262,Flat,3.8262563560842997,Policy C
9464,Port Keith,North,307,Flat,35.86981422177526,Policy A
9465,Port Keith,Northwest,579,Hilly,35.3053578927303,Policy A
9466,West Michael,Northwest,736,Flat,18.070818533814677,Policy B
9467,North Judithbury,Littoral,978,Flat,44.68754384057263,Policy B
9468,Herrerafurt,Littoral,278,Hilly,25.357966506186813,Policy B
9469,Lake Debra,North,275,Mountainous,32.46536505930037,Policy B
9470,Jacquelineland,East,645,Mountainous,10.874134855947723,Policy C
9471,Lake Debra,Littoral,852,Flat,21.158346590420003,Policy A
9472,North Noahstad,Adamawa,484,Flat,43.18966824335352,Policy B
9473,North Judithbury,North,931,Hilly,11.040507607800969,Policy B
9474,Port Jesseville,Northwest,807,Flat,19.833431690827208,Policy B
9475,Herrerafurt,Southwest,451,Hilly,16.244788949192433,Policy C
9476,Cassandraton,North,671,Flat,7.979954150806615,Policy B
9477,Lake Roberto,Adamawa,815,Hilly,14.84103694731301,Policy B
9478,Lake Chad,Northwest,137,Flat,12.022228036973228,Policy B
9479,Lake Chad,Far North,633,Hilly,46.21788470783571,Policy A
9480,New Kellystad,East,942,Mountainous,37.1834008248684,Policy A
9481,West Michael,Adamawa,591,Hilly,16.147028298249804,Policy B
9482,North Noahstad,Adamawa,733,Flat,38.285283135514135,Policy C
9483,Cassandraton,East,358,Mountainous,1.595927675176634,Policy C
9484,Jacquelineland,Center,955,Mountainous,26.562973183171426,Policy A
9485,North Judithbury,Littoral,392,Mountainous,12.891560904866319,Policy A
9486,Jacquelineland,East,485,Mountainous,6.158942554521452,Policy B
9487,East Jill,Southwest,226,Hilly,44.24604715275518,Policy C
9488,Lake Debra,Northwest,188,Flat,10.367356445997343,Policy B
9489,Lake Debra,Center,243,Flat,41.20835910084097,Policy C
9490,Cassandraton,Far North,235,Flat,20.954522535842674,Policy B
9491,Jacquelineland,North,267,Hilly,1.2073931170146668,Policy B
9492,New Jessica,Northwest,213,Flat,36.760375050400754,Policy C
9493,New Jessica,Southwest,210,Mountainous,30.019808031858712,Policy A
9494,Jacquelineland,East,992,Hilly,17.536508216807057,Policy C
9495,New Kellystad,East,574,Flat,14.436523729350037,Policy C
9496,New Kellystad,East,857,Flat,4.147716992336519,Policy B
9497,Lisatown,Northwest,650,Mountainous,47.10056694434598,Policy A
9498,New Kellystad,Far North,885,Flat,24.95225179225824,Policy B
9499,New Roberttown,Far North,91,Mountainous,4.733463620017347,Policy C
9500,West Michael,North,964,Hilly,43.49964602835129,Policy C
9501,New Kellystad,Far North,259,Mountainous,14.302242054481928,Policy A
9502,Lisatown,Southwest,790,Hilly,10.578334428865414,Policy A
9503,Port Jesseville,Southwest,911,Hilly,14.406403197939827,Policy C
9504,East Jessetown,East,324,Hilly,28.446287201052012,Policy B
9505,Cassandraton,Center,328,Hilly,4.165795982603306,Policy C
9506,Jacquelineland,Littoral,300,Hilly,24.346967001572484,Policy A
