infrastructure_key,road_quality,access_to_water,access_to_electricity,mobile_network_coverage,internet_coverage
9531,Poor,High,Full Access,2G,Full Access
9532,Excellent,Moderate,Full Access,4G,No Access
9533,Poor,Moderate,Partial Access,2G,Limited Access
9534,Poor,Limited,No Access,5G,No Access
9535,Poor,High,Partial Access,2G,Full Access
9536,Fair,Limited,Full Access,4G,Full Access
9537,Fair,Moderate,Full Access,5G,Full Access
9538,Fair,Limited,Full Access,2G,Limited Access
9539,Poor,Moderate,Partial Access,2G,Limited Access
9540,Fair,High,No Access,5G,Full Access
9541,Fair,Limited,No Access,5G,Full Access
9542,Poor,High,Full Access,4G,Full Access
9543,Fair,Moderate,Partial Access,3G,Limited Access
9544,Excellent,Moderate,Partial Access,3G,No Access
9545,Excellent,Moderate,No Access,5G,No Access
9546,Fair,Moderate,Full Access,3G,Full Access
9547,Excellent,High,Partial Access,2G,No Access
9548,Good,High,Partial Access,4G,No Access
9549,Excellent,Limited,Partial Access,3G,Full Access
9550,Fair,Limited,Partial Access,4G,Limited Access
9551,Poor,High,Full Access,3G,Limited Access
9552,Poor,Limited,Partial Access,3G,Limited Access
9553,Excellent,Moderate,Full Access,3G,Limited Access
9554,Poor,Limited,Partial Access,4G,No Access
9555,Fair,Limited,Full Access,4G,Limited Access
9556,Good,Limited,Full Access,3G,Full Access
9557,Poor,Moderate,No Access,4G,Full Access
9558,Fair,Moderate,Partial Access,2G,No Access
9559,Good,Moderate,Full Access,4G,Full Access
9560,Fair,High,Partial Access,3G,Limited Access
9561,Poor,Moderate,No Access,4G,Limited Access
9562,Excellent,Limited,No Access,2G,Limited Access
9563,Fair,Moderate,Partial Access,2G,No Access
9564,Good,Limited,Full Access,3G,Limited Access
9565,Poor,Limited,Full Access,4G,Full Access
9566,Good,Moderate,Partial Access,2G,No Access
9567,Fair,Limited,Full Access,5G,No Access
9568,Good,Limited,No Access,4G,Limited Access
9569,Good,Limited,No Access,3G,Limited Access
9570,Poor,High,Partial Access,5G,Limited Access
9571,Poor,High,No Access,2G,No Access
9572,Excellent,High,Partial Access,5G,Full Access
9573,Fair,Moderate,No Access,5G,Limited Access
9574,Fair,High,Full Access,4G,No Access
9575,Poor,High,Partial Access,4G,Limited Access
9576,Poor,Moderate,No Access,3G,No Access
9577,Good,Limited,Partial Access,2G,Full Access
9578,Fair,High,No Access,2G,Full Access
9579,Excellent,Moderate,Partial Access,3G,No Access
9580,Excellent,Limited,Full Access,2G,No Access
9581,Good,High,Full Access,5G,No Access
9582,Excellent,Limited,Partial Access,3G,No Access
9583,Fair,High,Full Access,5G,Limited Access
9584,Fair,Moderate,Full Access,5G,Full Access
9585,Good,Limited,Partial Access,4G,Full Access
9586,Excellent,High,Full Access,2G,No Access
9587,Excellent,High,Partial Access,2G,Full Access
9588,Excellent,Moderate,Partial Access,4G,Limited Access
9589,Excellent,Limited,Full Access,3G,Full Access
9590,Excellent,High,Partial Access,3G,Limited Access
9591,Fair,Moderate,Full Access,4G,Limited Access
9592,Fair,Limited,Full Access,3G,Limited Access
9593,Poor,High,No Access,3G,Limited Access
9594,Poor,High,No Access,2G,Full Access
9595,Excellent,High,Partial Access,4G,Limited Access
9596,Fair,High,Full Access,3G,Limited Access
9597,Excellent,High,No Access,3G,Limited Access
9598,Poor,Moderate,Full Access,2G,No Access
9599,Fair,Moderate,No Access,2G,No Access
9600,Excellent,High,Partial Access,5G,Limited Access
9601,Excellent,Limited,No Access,3G,No Access
9602,Good,High,Partial Access,3G,No Access
9603,Excellent,Limited,No Access,2G,Limited Access
9604,Good,Limited,No Access,4G,Limited Access
9605,Fair,High,Partial Access,2G,Full Access
9606,Good,High,Full Access,4G,Limited Access
9607,Poor,Moderate,Full Access,5G,Limited Access
9608,Fair,Limited,Full Access,3G,Limited Access
9609,Good,Limited,Partial Access,5G,No Access
9610,Excellent,Limited,Partial Access,5G,No Access
9611,Poor,Limited,Full Access,3G,No Access
9612,Good,Limited,No Access,4G,No Access
9613,Good,Moderate,Partial Access,4G,Limited Access
9614,Good,High,Full Access,5G,Full Access
9615,Good,Limited,Partial Access,3G,Full Access
9616,Good,Moderate,No Access,4G,Full Access
9617,Fair,Moderate,No Access,5G,Limited Access
9618,Fair,High,Full Access,4G,Full Access
9619,Good,High,No Access,3G,No Access
9620,Excellent,Moderate,Partial Access,5G,No Access
9621,Good,High,No Access,5G,Limited Access
9622,Fair,Limited,No Access,4G,No Access
9623,Poor,Moderate,No Access,3G,Full Access
9624,Poor,Moderate,No Access,4G,Full Access
9625,Good,High,No Access,2G,No Access
9626,Fair,Moderate,No Access,2G,Limited Access
9627,Poor,Moderate,Partial Access,5G,Limited Access
9628,Good,High,Partial Access,5G,Limited Access
9629,Good,Moderate,Partial Access,3G,No Access
9630,Excellent,Limited,Full Access,5G,Full Access
9631,Good,Limited,Partial Access,5G,Full Access
9632,Fair,Limited,No Access,5G,Limited Access
9633,Poor,Limited,No Access,2G,No Access
9634,Poor,High,Full Access,5G,No Access
9635,Excellent,Moderate,No Access,3G,Full Access
9636,Poor,Limited,No Access,4G,Full Access
9637,Poor,Limited,Full Access,3G,Limited Access
9638,Excellent,High,Full Access,5G,Limited Access
9639,Good,Moderate,Partial Access,5G,No Access
9640,Fair,High,Full Access,3G,Limited Access
9641,Fair,Limited,Partial Access,4G,No Access
9642,Good,High,Full Access,4G,Full Access
9643,Excellent,High,No Access,5G,No Access
9644,Excellent,High,Full Access,4G,No Access
9645,Excellent,High,No Access,4G,Limited Access
9646,Poor,High,Partial Access,2G,Full Access
9647,Poor,High,Partial Access,4G,Full Access
9648,Good,Moderate,Partial Access,3G,Full Access
9649,Fair,Limited,No Access,5G,Limited Access
9650,Excellent,Limited,Full Access,5G,Limited Access
9651,Poor,High,Full Access,2G,Limited Access
9652,Fair,Moderate,Full Access,5G,Full Access
9653,Excellent,High,Partial Access,2G,Full Access
9654,Good,Moderate,No Access,4G,Limited Access
9655,Good,Limited,No Access,4G,Full Access
9656,Good,Limited,No Access,2G,Limited Access
9657,Fair,High,No Access,2G,Limited Access
9658,Fair,Limited,No Access,4G,Full Access
9659,Poor,Moderate,No Access,2G,Full Access
9660,Good,High,No Access,4G,Limited Access
9661,Fair,High,No Access,5G,Limited Access
9662,Excellent,High,No Access,5G,Full Access
9663,Fair,Limited,Full Access,3G,Limited Access
9664,Good,Moderate,Full Access,5G,No Access
9665,Excellent,High,No Access,4G,Full Access
9666,Poor,Limited,Full Access,4G,No Access
9667,Excellent,Limited,Partial Access,5G,Full Access
9668,Excellent,Moderate,Partial Access,2G,No Access
9669,Poor,High,No Access,2G,Full Access
9670,Good,Moderate,No Access,3G,Full Access
9671,Excellent,Limited,Partial Access,4G,Limited Access
9672,Poor,High,Partial Access,3G,No Access
9673,Good,High,No Access,2G,No Access
9674,Good,Moderate,No Access,5G,Limited Access
9675,Good,Limited,No Access,5G,No Access
9676,Good,Limited,Full Access,4G,No Access
9677,Fair,Moderate,Partial Access,4G,No Access
9678,Fair,High,Partial Access,2G,Full Access
9679,Good,Moderate,Partial Access,3G,No Access
9680,Fair,Moderate,No Access,2G,Full Access
9681,Good,Limited,Full Access,2G,Full Access
9682,Poor,Moderate,Partial Access,3G,No Access
9683,Good,Moderate,Full Access,3G,Full Access
9684,Poor,Moderate,No Access,4G,Full Access
9685,Excellent,Moderate,No Access,5G,Full Access
9686,Good,Limited,No Access,3G,Full Access
9687,Good,Moderate,Full Access,5G,No Access
9688,Fair,High,Partial Access,5G,Full Access
9689,Poor,Moderate,Full Access,3G,No Access
9690,Fair,High,Full Access,5G,Full Access
9691,Poor,Moderate,Partial Access,5G,Limited Access
9692,Poor,Limited,Full Access,2G,No Access
9693,Good,Limited,Full Access,2G,Limited Access
9694,Excellent,Moderate,Partial Access,5G,Full Access
9695,Excellent,High,No Access,3G,Full Access
9696,Excellent,Moderate,Partial Access,3G,No Access
9697,Good,Limited,No Access,3G,Limited Access
9698,Excellent,Moderate,Partial Access,2G,Limited Access
9699,Poor,Limited,Full Access,4G,Full Access
9700,Good,Moderate,Partial Access,3G,Full Access
9701,Poor,Moderate,Full Access,2G,Limited Access
9702,Excellent,High,Partial Access,2G,No Access
9703,Good,High,No Access,3G,Full Access
9704,Excellent,Moderate,Full Access,4G,Limited Access
9705,Poor,Moderate,Partial Access,3G,No Access
9706,Good,High,Partial Access,4G,No Access
9707,Poor,High,No Access,2G,Full Access
9708,Excellent,Limited,Partial Access,4G,Limited Access
9709,Excellent,Moderate,Full Access,4G,Limited Access
9710,Good,Limited,Partial Access,4G,Full Access
9711,Poor,Moderate,Partial Access,4G,Limited Access
9712,Poor,High,Partial Access,2G,Limited Access
9713,Good,High,Partial Access,5G,Full Access
9714,Excellent,Moderate,No Access,3G,Limited Access
9715,Excellent,Moderate,No Access,2G,Full Access
9716,Fair,Moderate,Partial Access,2G,No Access
9717,Fair,Limited,No Access,2G,No Access
9718,Excellent,Moderate,Partial Access,3G,Full Access
9719,Fair,Limited,Full Access,4G,Limited Access
9720,Good,Moderate,Full Access,5G,Full Access
9721,Excellent,Limited,Partial Access,5G,Limited Access
9722,Fair,Moderate,Full Access,5G,No Access
9723,Poor,Limited,Full Access,4G,Limited Access
9724,Fair,Moderate,No Access,5G,No Access
9725,Good,High,Partial Access,2G,Limited Access
9726,Excellent,High,Full Access,2G,No Access
9727,Excellent,Moderate,Partial Access,3G,Limited Access
9728,Good,Moderate,Partial Access,3G,No Access
9729,Fair,Moderate,Full Access,4G,Full Access
9730,Good,High,Partial Access,3G,Full Access
9731,Excellent,High,Partial Access,2G,Limited Access
9732,Excellent,Limited,No Access,2G,No Access
9733,Excellent,Moderate,Full Access,3G,No Access
9734,Excellent,High,Partial Access,5G,No Access
9735,Excellent,High,Partial Access,3G,Full Access
9736,Fair,Moderate,Full Access,3G,No Access
9737,Excellent,Moderate,Full Access,4G,No Access
9738,Poor,Limited,No Access,5G,Limited Access
9739,Fair,High,No Access,4G,Full Access
9740,Fair,High,Partial Access,5G,Limited Access
9741,Poor,Limited,Full Access,5G,Limited Access
9742,Poor,High,No Access,5G,Full Access
9743,Fair,Limited,No Access,5G,No Access
9744,Good,Moderate,Partial Access,5G,Full Access
9745,Good,Limited,Full Access,2G,Full Access
9746,Excellent,Limited,Full Access,3G,Limited Access
9747,Poor,High,Partial Access,5G,No Access
9748,Good,High,Full Access,5G,Limited Access
9749,Good,Moderate,No Access,4G,Full Access
9750,Excellent,High,Partial Access,2G,Full Access
9751,Good,Limited,No Access,4G,No Access
9752,Good,Limited,Partial Access,3G,Full Access
9753,Poor,High,No Access,4G,Full Access
9754,Good,Moderate,Full Access,2G,No Access
9755,Poor,Limited,No Access,2G,Limited Access
9756,Excellent,Limited,No Access,2G,Full Access
9757,Fair,Limited,Partial Access,5G,Full Access
9758,Fair,Moderate,Full Access,2G,Limited Access
9759,Excellent,Moderate,Full Access,2G,No Access
9760,Excellent,High,Full Access,4G,No Access
9761,Fair,Limited,No Access,2G,Full Access
9762,Poor,Limited,Full Access,2G,Limited Access
9763,Fair,Limited,No Access,3G,Full Access
9764,Fair,Limited,Full Access,5G,No Access
9765,Excellent,Moderate,No Access,5G,Full Access
9766,Poor,High,Full Access,3G,Full Access
9767,Poor,High,Partial Access,2G,No Access
9768,Good,Moderate,Full Access,5G,No Access
9769,Excellent,High,No Access,5G,Limited Access
9770,Poor,High,Partial Access,5G,Limited Access
9771,Fair,High,Full Access,2G,Full Access
9772,Fair,High,No Access,2G,Limited Access
9773,Fair,Limited,Full Access,3G,Limited Access
9774,Poor,Limited,Full Access,2G,Full Access
9775,Good,High,No Access,2G,Limited Access
9776,Excellent,High,No Access,2G,No Access
9777,Fair,Limited,Full Access,5G,Full Access
9778,Fair,Moderate,Partial Access,4G,No Access
9779,Excellent,High,Full Access,4G,Limited Access
9780,Fair,Moderate,Full Access,2G,Full Access
9781,Fair,High,Full Access,3G,No Access
9782,Good,High,Partial Access,4G,Full Access
9783,Fair,High,Full Access,5G,Full Access
9784,Excellent,Moderate,No Access,5G,Limited Access
9785,Good,Moderate,Partial Access,3G,No Access
9786,Poor,High,Partial Access,2G,Limited Access
9787,Poor,Moderate,No Access,2G,Full Access
9788,Excellent,Moderate,No Access,2G,No Access
9789,Fair,Limited,Partial Access,2G,Full Access
9790,Good,High,Full Access,2G,Full Access
9791,Excellent,Limited,No Access,5G,No Access
9792,Excellent,Limited,Full Access,2G,No Access
9793,Poor,Moderate,No Access,2G,Full Access
9794,Good,High,Partial Access,3G,Limited Access
9795,Poor,Limited,Partial Access,2G,No Access
9796,Poor,Limited,No Access,4G,No Access
9797,Good,High,Partial Access,5G,No Access
9798,Excellent,Moderate,Full Access,3G,Full Access
9799,Excellent,Limited,No Access,5G,Limited Access
9800,Excellent,Moderate,No Access,2G,No Access
9801,Poor,High,Full Access,5G,No Access
9802,Excellent,Limited,No Access,2G,Limited Access
9803,Fair,Limited,No Access,3G,No Access
9804,Poor,High,No Access,4G,No Access
9805,Good,Limited,Partial Access,4G,Full Access
9806,Fair,High,No Access,4G,Limited Access
9807,Poor,Limited,Full Access,4G,Full Access
9808,Excellent,Moderate,No Access,2G,Limited Access
9809,Fair,High,Partial Access,4G,Full Access
9810,Excellent,Limited,Partial Access,2G,No Access
9811,Excellent,High,Full Access,3G,Limited Access
9812,Poor,High,Full Access,3G,Full Access
9813,Poor,Moderate,No Access,3G,No Access
9814,Poor,Limited,Partial Access,3G,Full Access
9815,Fair,High,Full Access,5G,No Access
9816,Fair,Limited,Full Access,5G,No Access
9817,Good,High,Full Access,4G,No Access
9818,Good,Moderate,Partial Access,2G,Limited Access
9819,Poor,Moderate,No Access,2G,Full Access
9820,Fair,Moderate,Partial Access,2G,Limited Access
9821,Excellent,High,No Access,5G,No Access
9822,Poor,Limited,No Access,2G,Limited Access
9823,Fair,Limited,Full Access,4G,Full Access
9824,Good,High,Partial Access,5G,No Access
9825,Excellent,High,Full Access,4G,Limited Access
9826,Good,Moderate,Full Access,2G,Full Access
9827,Fair,Moderate,No Access,4G,Full Access
9828,Good,Moderate,Partial Access,4G,Full Access
9829,Good,Moderate,No Access,5G,No Access
9830,Poor,High,Partial Access,4G,Limited Access
9831,Good,Moderate,Full Access,5G,No Access
9832,Good,Moderate,Partial Access,2G,Limited Access
9833,Fair,High,Full Access,4G,No Access
9834,Poor,Moderate,Full Access,3G,Full Access
9835,Good,High,No Access,4G,Full Access
9836,Good,Moderate,Full Access,2G,Full Access
9837,Good,High,No Access,3G,Limited Access
9838,Fair,High,Full Access,2G,Full Access
9839,Excellent,Moderate,Full Access,2G,Full Access
9840,Excellent,Limited,Partial Access,4G,No Access
9841,Excellent,Moderate,No Access,4G,Limited Access
9842,Good,High,Partial Access,2G,Limited Access
9843,Excellent,Moderate,Full Access,4G,No Access
9844,Excellent,High,Partial Access,3G,Full Access
9845,Good,High,Full Access,4G,No Access
9846,Fair,High,Partial Access,3G,Limited Access
9847,Excellent,Moderate,No Access,5G,No Access
9848,Excellent,Moderate,Full Access,4G,No Access
9849,Poor,High,Partial Access,5G,Limited Access
9850,Good,High,Full Access,4G,Limited Access
9851,Good,Moderate,Partial Access,5G,Limited Access
9852,Fair,Limited,No Access,5G,No Access
9853,Fair,Limited,Full Access,4G,Limited Access
9854,Good,High,Full Access,4G,No Access
9855,Poor,High,No Access,3G,Limited Access
9856,Fair,Moderate,Full Access,2G,Limited Access
9857,Fair,High,Full Access,3G,Limited Access
9858,Excellent,Limited,No Access,5G,Limited Access
9859,Fair,Moderate,Full Access,2G,No Access
9860,Fair,High,Partial Access,2G,Limited Access
9861,Fair,High,Full Access,5G,Limited Access
9862,Excellent,Limited,No Access,4G,Full Access
9863,Good,High,Partial Access,4G,No Access
9864,Poor,High,Partial Access,5G,Limited Access
9865,Poor,Moderate,Partial Access,2G,Full Access
9866,Good,Limited,No Access,4G,Full Access
9867,Good,Moderate,Partial Access,2G,Full Access
9868,Good,Limited,Partial Access,3G,No Access
9869,Poor,Limited,Partial Access,2G,No Access
9870,Fair,Moderate,Full Access,4G,Limited Access
9871,Poor,High,Full Access,4G,Full Access
9872,Good,High,Full Access,2G,Limited Access
9873,Fair,Moderate,No Access,4G,Full Access
9874,Excellent,Moderate,Full Access,3G,No Access
9875,Fair,Moderate,Full Access,4G,Full Access
9876,Good,Limited,Partial Access,4G,Limited Access
9877,Poor,High,No Access,5G,Full Access
9878,Fair,Moderate,Full Access,5G,Full Access
9879,Poor,Moderate,Partial Access,3G,Limited Access
9880,Good,High,No Access,4G,No Access
9881,Excellent,Limited,No Access,4G,No Access
9882,Excellent,Limited,No Access,2G,Full Access
9883,Good,Moderate,No Access,3G,Limited Access
9884,Good,High,Partial Access,3G,Full Access
9885,Fair,High,Partial Access,2G,Limited Access
9886,Excellent,Limited,No Access,4G,Limited Access
9887,Poor,Limited,No Access,5G,Limited Access
9888,Fair,Moderate,No Access,2G,Limited Access
9889,Poor,Limited,No Access,5G,No Access
9890,Good,Moderate,No Access,5G,Full Access
9891,Fair,High,Partial Access,2G,No Access
9892,Excellent,High,No Access,4G,Limited Access
9893,Poor,High,Partial Access,3G,Limited Access
9894,Poor,Limited,Partial Access,3G,Full Access
9895,Poor,Moderate,Partial Access,4G,Limited Access
9896,Poor,Moderate,Full Access,5G,Full Access
9897,Excellent,Limited,No Access,4G,Limited Access
9898,Fair,Moderate,No Access,5G,Full Access
9899,Good,High,Partial Access,5G,Full Access
9900,Excellent,Moderate,Partial Access,4G,No Access
9901,Good,Limited,Full Access,2G,No Access
9902,Fair,Limited,Partial Access,4G,No Access
9903,Poor,High,No Access,4G,Full Access
9904,Fair,High,Full Access,5G,No Access
9905,Fair,Limited,Partial Access,5G,No Access
9906,Good,High,Full Access,5G,Limited Access
9907,Excellent,High,Full Access,4G,Limited Access
9908,Fair,Limited,Partial Access,4G,Limited Access
9909,Good,High,Partial Access,4G,No Access
9910,Good,Limited,Full Access,3G,Full Access
9911,Fair,Moderate,Partial Access,2G,Limited Access
9912,Excellent,Moderate,No Access,3G,Full Access
